API_Num,Surf_Lat,Surf_Lon,Shale_Thk,Base_Shale,Log_Bot,Gross_H,Net_Sand,Total_Por,Water_Dep,Domain
1.77E+13,28.919432,-93.390442,,4979.85,6557,1577.15,16.7,0.435,70,10
1.77E+13,29.20692,-88.767317,,4308.98,12072,7763.02,80.5,0.368,225,21
1.77E+13,28.541561,-92.335641,,4457.65,11132,6674.35,66.5,0.364,158,7
1.77E+13,29.344998,-88.283973,,3273.42,12947,9673.58,95.4,0.208,208,21
1.77E+13,29.343872,-88.019917,,4639.49,10961,6321.51,61.4,0.271,339,21
1.77E+13,29.526117,-88.280131,,2628.57,5764,3135.43,30.2,0.335,155,21
1.77E+13,29.004143,-89.67899,,11408.04,14011,2602.96,24.8,0.27,140,5
1.77E+13,28.761834,-89.227707,,4078.14,11316,7237.86,68.5,0.307,525,3
1.77E+13,28.089082,-90.736987,,7650.14,12542,4891.86,45,0.253,463,8
1.77E+13,28.248144,-91.132519,,2596.53,4991,2394.47,20.4,0.28,250,7
6.08E+13,28.231852,-89.920971,,9691.5,11991.33,2299.83,19.5,0.285,845,3
1.77E+13,29.086891,-88.734308,,5288.24,8982,3693.76,29.8,0.315,328,3
1.77E+13,28.910468,-93.297034,,7363.52,10083,2719.48,21.3,0.3,74,10
1.77E+13,29.243438,-93.178383,,7390.91,9550,2159.09,16.8,0.39,60,15
1.77E+13,28.032717,-91.76415,,3271.25,5357,2085.75,15.6,0.305,338,9
1.77E+13,28.825102,-89.249624,,6005.38,13605,7599.62,55.7,0.284,373,3
1.77E+13,28.809229,-90.07962,,10654.55,17860,7205.45,49.4,0.244,116,8
6.08E+13,28.862412,-88.920529,,5471.52,10995.95,5524.43,36.7,0.342,1104,3
1.77E+13,28.783408,-89.242294,,3571.08,7042,3470.92,22.9,0.35,492,3
1.77E+13,29.576219,-88.600953,,5959.48,12519,6559.52,42.9,0.31,90,21
1.77E+13,27.860698,-93.413094,,6746.41,10039,3292.59,20.9,0.29,368,9
1.77E+13,29.294082,-93.013055,,5499.15,8605,3105.85,18.6,0.33,60,15
1.77E+13,28.042171,-91.157105,,8648.99,13408,4759.01,27.1,0.3,405,9
1.77E+13,28.836885,-89.14297,,6067.59,8796,2728.41,15.5,0.375,580,3
1.77E+13,29.576729,-88.472785,,6831.12,11846,5014.88,27.8,0.204,147,21
1.77E+13,28.783419,-89.242265,,5225.46,9997.25,4771.79,25.7,0.35,467,3
1.77E+13,28.346305,-90.911636,,4564.47,10665,6100.53,27.9,0.29,165,8
4.27E+13,29.150172,-94.047397,,3752.91,8151.35,4398.44,18.4,0.355,58,15
1.77E+13,28.307637,-90.021941,,7205.88,11315,4109.12,15.8,0.36,366,8
1.77E+13,28.347302,-90.631145,,7576.8,11649,4072.2,15.5,0.28,155,8
6.08E+13,28.250242,-89.921439,,6480.1,11693,5212.9,18.2,0.21,843,3
1.77E+13,29.30885,-92.389126,,6561.66,10956,4394.34,15.2,0.24,28,15
1.77E+13,28.292343,-90.659244,,7661.26,13755,6093.74,20.2,0.345,192,8
1.77E+13,29.744824,-88.802284,,3539.27,8151,4611.73,15.2,0.33,35,21
1.77E+13,28.662939,-89.408141,,5675.76,10316,4640.24,15,0.225,448,3
1.77E+13,28.879253,-89.686022,,4376.95,13906,9529.05,29.2,0.27,202,5
